Course,Previous qualification,Previous qualification (grade),Nationality,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
9500,1,130,Portugal,125.1,1,0,0,1,0,1,18,0,12.81666667,12.875,11.1,0.6,2.02,Enrolled
9147,1,133.1,Brazil,100,0,0,1,0,1,0,26,1,13,14,11.1,0.6,2.02,Dropout
9119,1,160,Turkey,160,0,0,1,1,0,0,19,1,13.5,11,8.9,1.4,3.51,Enrolled
8014,1,140,Portugal,101,0,0,0,1,0,0,35,0,12.5,12.16666667,15.5,2.8,-4.06,Graduate
9670,1,133,Portugal,121.5,1,0,0,1,0,1,19,0,13,14.33333333,12.4,0.5,1.79,Graduate
9085,1,138,Portugal,126.8,1,0,0,1,1,0,18,0,11.75,12.57142857,10.8,1.4,1.74,Graduate
9670,1,142,Portugal,132.9,0,0,0,1,1,0,19,0,12.5,14.25,7.6,2.6,0.32,Graduate
171,1,115,Portugal,134.3,1,0,0,1,1,0,25,0,11.61111111,12.05555556,12.4,0.5,1.79,Graduate
9254,1,125,Portugal,120.5,1,0,0,1,1,0,18,0,14,14.66666667,11.1,0.6,2.02,Graduate
9003,1,170,Portugal,144.1,1,0,1,0,1,0,26,0,0,0,16.2,0.3,-0.92,Dropout
9991,1,140,Portugal,100,0,0,0,1,1,0,34,0,13.8,13.83333333,9.4,-0.8,-3.12,Graduate
9254,1,110,Portugal,114.8,1,0,0,0,1,0,18,0,0,0,12.7,3.7,-1.7,Dropout
171,1,114,Portugal,111.9,0,0,0,0,1,0,18,0,0,0,9.4,-0.8,-3.12,Dropout
9119,1,138,Portugal,125.4,1,0,0,1,1,1,18,0,12.25,12.33333333,8.9,1.4,3.51,Dropout
9003,39,140,Portugal,140,0,0,0,1,1,0,20,0,11.5,13.66666667,12.4,0.5,1.79,Dropout
9070,39,140,Portugal,140,0,0,0,1,1,0,25,0,12.57142857,12.55555556,16.2,0.3,-0.92,Graduate
9130,1,132,Portugal,127.8,0,0,0,1,1,0,18,0,12,12.16666667,11.1,0.6,2.02,Dropout
9003,1,148,Portugal,131.6,1,0,0,1,1,0,19,0,12,12.30769231,15.5,2.8,-4.06,Graduate
171,1,132,Portugal,119.4,1,0,0,1,1,0,20,0,0,0,10.8,1.4,1.74,Dropout
9238,1,126,Portugal,129.9,1,0,0,1,1,1,20,0,12,11.16666667,10.8,1.4,1.74,Graduate
9119,1,121,Portugal,114,0,0,0,1,1,0,20,0,11.6,12.25,7.6,2.6,0.32,Enrolled
9147,1,120,Portugal,113.4,1,0,0,1,1,1,19,0,0,0,11.1,0.6,2.02,Dropout
9147,1,123,Portugal,117.8,0,0,0,1,1,0,20,0,12,13,8.9,1.4,3.51,Enrolled
9500,1,122,Portugal,114.3,1,0,0,1,1,0,18,0,13.97666667,12.04166667,11.1,0.6,2.02,Enrolled
9670,1,136,Portugal,129.7,1,0,0,1,1,0,19,0,12.5,10,16.2,0.3,-0.92,Enrolled
9147,1,119,Portugal,112,1,0,0,0,1,0,20,0,0,0,9.4,-0.8,-3.12,Dropout
9670,1,120,Portugal,140,0,0,0,1,1,0,24,0,10.5,12.5,15.5,2.8,-4.06,Dropout
9003,39,150,Portugal,150,1,0,0,1,1,0,20,0,12.85714286,12.3,16.2,0.3,-0.92,Graduate
9670,1,121,Portugal,122.4,1,0,0,1,1,0,19,0,11.66666667,12,9.4,-0.8,-3.12,Enrolled
9119,1,140,Portugal,150,0,0,0,1,1,0,23,0,13,10,8.9,1.4,3.51,Dropout
9254,1,135,Portugal,135,1,0,0,1,1,0,20,0,11.83333333,10.4,7.6,2.6,0.32,Enrolled
8014,1,116,Portugal,116.2,0,0,0,1,1,0,21,0,12.45454545,12.75,9.4,-0.8,-3.12,Graduate
9119,1,120,Portugal,120.4,1,0,0,1,1,0,20,0,11,0,10.8,1.4,1.74,Dropout
9119,1,126,Portugal,122.9,1,0,0,1,1,0,21,0,13.2,14.25,7.6,2.6,0.32,Enrolled
9773,1,170,Portugal,155,0,0,0,1,1,1,18,0,15.5,14.16666667,11.1,0.6,2.02,Graduate
9254,1,123,Portugal,123.4,1,0,0,1,1,0,18,0,12.33333333,13.66666667,11.1,0.6,2.02,Graduate
9147,1,120,Portugal,124.2,1,0,0,1,1,0,18,0,12,11.4,13.9,-0.3,0.79,Enrolled
9003,39,130,Portugal,130,1,0,0,1,1,0,20,0,11.6,11.5,15.5,2.8,-4.06,Enrolled
9773,1,130,Portugal,126.2,0,0,0,1,1,1,18,0,11.33333333,12.28571429,16.2,0.3,-0.92,Graduate
9773,1,117,Portugal,120.5,1,0,0,1,1,0,19,0,0,0,9.4,-0.8,-3.12,Dropout
9119,1,131,Portugal,123.7,1,0,0,1,1,0,20,0,12,12.5,10.8,1.4,1.74,Enrolled
9130,1,130,Portugal,122.5,0,0,0,1,1,0,19,0,12,12.6,9.4,-0.8,-3.12,Graduate
9991,1,133,Portugal,139.2,1,0,1,1,1,0,33,0,12.5,11.5,12.7,3.7,-1.7,Dropout
171,1,128,Portugal,131.2,1,0,0,1,1,0,21,0,13.66666667,13,8.9,1.4,3.51,Graduate
9003,1,133.1,Portugal,120,0,0,1,0,1,0,25,0,14.5,0,15.5,2.8,-4.06,Dropout
9085,1,123,Portugal,116.7,1,0,0,1,1,1,20,0,13.2,0,12.4,0.5,1.79,Dropout
9085,42,150,Portugal,150,1,0,0,1,1,1,22,0,12.16666667,14.8,8.9,1.4,3.51,Dropout
9773,19,133.1,Portugal,117.5,0,0,0,1,0,0,39,0,11.25,11.33333333,10.8,1.4,1.74,Graduate
9670,1,140,Portugal,137.6,1,0,0,1,1,1,21,0,15.16666667,14.42857143,8.9,1.4,3.51,Graduate
9254,1,126,Portugal,124.3,0,0,0,1,0,1,19,0,11.16666667,13.4,16.2,0.3,-0.92,Graduate
9500,19,133.1,Portugal,116,0,0,0,1,0,1,26,0,10.98333333,10.98333333,7.6,2.6,0.32,Graduate
9238,1,121,Portugal,121.4,1,0,0,1,0,1,19,0,10.75,11.5,15.5,2.8,-4.06,Graduate
9085,42,140,Portugal,142.8,1,0,0,0,0,1,20,0,13.38461538,14.28571429,8.9,1.4,3.51,Graduate
9670,1,133.1,Portugal,96,1,0,0,1,0,1,25,0,11.28571429,12.2,15.5,2.8,-4.06,Enrolled
8014,1,131,Portugal,125,0,0,0,1,1,0,24,0,0,0,16.2,0.3,-0.92,Dropout
9119,1,124,Portugal,126.1,1,0,0,1,1,0,20,0,13,14.83333333,7.6,2.6,0.32,Graduate
9003,1,120,Portugal,155.8,0,0,0,1,1,0,29,0,16.11111111,13.5,13.9,-0.3,0.79,Graduate
9773,1,133.1,Portugal,116,0,0,0,1,1,0,20,0,11.5,11,16.2,0.3,-0.92,Graduate
9130,39,110,Portugal,110,1,0,0,1,1,0,20,0,10.75,10.5,13.9,-0.3,0.79,Dropout
9670,19,133.1,Portugal,97.2,1,0,0,1,1,1,24,0,11.6,13,11.1,0.6,2.02,Graduate
9500,19,133.1,Portugal,100,0,0,1,1,1,0,24,0,0,0,16.2,0.3,-0.92,Dropout
9119,40,140,Portugal,140,0,0,0,1,1,0,23,0,13.8,14.14285714,11.1,0.6,2.02,Graduate
9556,1,130,Portugal,128,1,0,0,1,1,0,20,0,13.58571429,14.6875,15.5,2.8,-4.06,Graduate
9670,1,110,Portugal,115.3,1,0,0,1,1,0,19,0,13.85714286,13,15.5,2.8,-4.06,Graduate
9003,1,140,Portugal,150,0,0,0,1,1,0,28,0,12,12.33333333,11.1,0.6,2.02,Enrolled
9003,39,160,Portugal,160,1,0,0,1,1,1,20,0,13.44444444,12.6,13.9,-0.3,0.79,Graduate
9070,1,138,Portugal,133.1,0,0,0,1,1,0,18,0,14,13.85714286,8.9,1.4,3.51,Graduate
9670,1,126,Portugal,119,1,0,1,1,1,0,20,0,12,0,10.8,1.4,1.74,Dropout
9991,1,120,Portugal,156,1,0,0,1,1,0,33,0,14.2,13.83333333,10.8,1.4,1.74,Graduate
9500,1,130,Portugal,163.7,0,0,0,1,0,0,35,0,13.34,10.84,12.4,0.5,1.79,Enrolled
9500,40,130,Portugal,130,0,0,0,1,0,0,27,0,12.45714286,12.45714286,12.7,3.7,-1.7,Enrolled
9773,1,122,Portugal,123.1,1,0,0,0,0,0,19,0,11,12,9.4,-0.8,-3.12,Dropout
9991,1,160,Brazil,160,0,0,0,1,0,1,31,1,10.5,10.5,15.5,2.8,-4.06,Enrolled
171,1,134,Portugal,136.1,1,0,0,1,1,0,19,0,0,0,9.4,-0.8,-3.12,Graduate
9070,1,134,Portugal,132.7,1,0,0,1,1,0,22,0,14,13,15.5,2.8,-4.06,Graduate
9500,1,140,Moldova,128.2,0,0,0,1,0,0,39,1,0,0,12.7,3.7,-1.7,Dropout
9254,1,127,Portugal,126.7,1,0,0,0,1,0,22,0,0,0,12.4,0.5,1.79,Dropout
9991,1,133.1,Portugal,150,0,0,0,1,1,0,47,0,10,12.5,9.4,-0.8,-3.12,Enrolled
171,1,143,Portugal,156.3,1,0,0,1,1,1,19,0,0,0,11.1,0.6,2.02,Graduate
9254,1,115,Guinea-Bissau,116.1,1,0,0,1,0,0,19,1,13.5,14.33333333,12.4,0.5,1.79,Graduate
9500,1,131,Portugal,123.8,1,0,0,1,0,0,19,0,0,0,15.5,2.8,-4.06,Dropout
171,1,146,Portugal,153,1,0,0,1,0,1,21,0,13.38888889,14.88888889,11.1,0.6,2.02,Graduate
9500,5,140,Portugal,140,1,0,0,0,0,0,39,0,0,0,12.4,0.5,1.79,Dropout
171,1,135,Portugal,131.9,1,0,0,1,1,0,19,0,13.58333333,13.58333333,8.9,1.4,3.51,Graduate
171,1,133,Portugal,141.4,0,0,0,1,1,1,20,0,0,0,13.9,-0.3,0.79,Enrolled
9147,12,133.1,Portugal,140,1,0,1,0,1,0,24,0,0,0,12.7,3.7,-1.7,Dropout
9991,1,120,Portugal,115,1,0,0,1,1,0,27,0,10,0,12.7,3.7,-1.7,Dropout
9991,1,133.1,Portugal,168,0,0,0,1,1,0,29,0,15.2,15.2,11.1,0.6,2.02,Graduate
9085,1,130,Portugal,101.3,1,0,0,1,1,0,20,0,12.8,0,12.4,0.5,1.79,Dropout
9670,1,125,Portugal,122.6,0,0,0,1,1,0,21,0,11.16666667,11,9.4,-0.8,-3.12,Dropout
171,1,134,Portugal,141.7,1,0,0,1,1,0,18,0,0,0,7.6,2.6,0.32,Enrolled
9500,1,151,Portugal,132.3,0,0,0,1,1,0,19,0,12.82857143,12.82857143,12.7,3.7,-1.7,Graduate
9773,1,112,Portugal,111.7,0,0,1,0,1,0,19,0,12.5,12.6,15.5,2.8,-4.06,Dropout
9119,1,120,Portugal,98.7,0,0,0,1,1,1,28,0,10,12.4,12.4,0.5,1.79,Graduate
9254,1,140,São Tomé and Príncipe,140,1,0,0,0,0,0,21,1,11.5,13.25,13.9,-0.3,0.79,Graduate
9500,1,140,Guinea-Bissau,140,1,0,1,0,0,0,23,1,11.32857143,11.32857143,12.7,3.7,-1.7,Dropout
9003,1,133.1,Portugal,100.7,0,0,0,1,0,0,39,0,13,13,15.5,2.8,-4.06,Enrolled
9500,1,143,Portugal,133.8,1,0,0,1,0,0,18,0,13.03333333,13.03333333,7.6,2.6,0.32,Graduate
9773,1,133.1,Brazil,100,0,0,0,1,0,0,59,1,12.16666667,11.75,11.1,0.6,2.02,Graduate
9119,4,180,Portugal,180,0,0,1,1,1,0,30,0,14.5,16.2,13.9,-0.3,0.79,Enrolled
9085,1,136,Portugal,130.8,1,0,0,1,0,0,18,0,14.4,13.6,12.7,3.7,-1.7,Graduate
9991,39,140,Portugal,140,0,0,0,1,0,0,41,0,12.25,12.5,9.4,-0.8,-3.12,Enrolled
9500,1,130,Portugal,106.2,1,0,0,1,0,0,27,0,0,0,11.1,0.6,2.02,Dropout
9238,1,141,Portugal,125.6,1,0,0,1,0,1,18,0,12.66666667,12,9.4,-0.8,-3.12,Graduate
9853,1,121,Portugal,117.5,1,0,1,0,0,0,20,0,12,11.66666667,10.8,1.4,1.74,Dropout
9119,3,120,Portugal,122.5,0,0,0,0,0,0,32,0,0,0,12.7,3.7,-1.7,Dropout
9147,1,129,Portugal,132.9,1,0,0,1,0,0,19,0,11.66666667,10.8,9.4,-0.8,-3.12,Dropout
9853,12,133.1,Portugal,103,0,0,0,1,0,0,41,0,0,0,16.2,0.3,-0.92,Dropout
8014,1,100,Portugal,107,0,0,0,1,0,0,38,0,10,0,10.8,1.4,1.74,Dropout
9130,2,133.1,Spain,100,0,0,0,1,1,0,35,1,0,0,8.9,1.4,3.51,Dropout
8014,1,133.1,Portugal,100,1,0,0,1,0,0,27,0,12.25,12,7.6,2.6,0.32,Dropout
9070,1,139,Portugal,131.3,1,0,0,1,0,0,19,0,12,12.5,7.6,2.6,0.32,Graduate
9773,1,125,Portugal,122.2,0,0,0,0,0,0,18,0,12.6,11.8,11.1,0.6,2.02,Enrolled
9991,9,133.1,Portugal,118.4,0,0,0,0,0,0,39,0,0,0,7.6,2.6,0.32,Dropout
9254,2,100,Portugal,100,0,0,0,0,0,0,37,0,0,0,10.8,1.4,1.74,Dropout
9500,1,110,Portugal,110,0,0,0,0,0,0,37,0,0,0,12.7,3.7,-1.7,Dropout
8014,1,133.1,Portugal,100,0,0,0,1,0,1,35,0,12.6875,12,9.4,-0.8,-3.12,Graduate
9147,1,123,Portugal,106.2,0,0,0,1,0,0,49,0,10.4,10.66666667,12.7,3.7,-1.7,Graduate
9147,40,110,Portugal,110,0,0,0,1,0,0,52,0,10.46666667,10.92307692,13.9,-0.3,0.79,Graduate
9085,1,130,Portugal,122.3,1,0,0,1,0,0,18,0,14.33333333,13,9.4,-0.8,-3.12,Graduate
8014,1,133.1,Portugal,112.5,0,0,0,1,0,1,30,0,14.66666667,14.33333333,10.8,1.4,1.74,Graduate
9500,1,97,Portugal,98.1,1,0,0,1,0,0,21,0,12.83571429,14.23125,11.1,0.6,2.02,Graduate
9119,1,130,Portugal,140.2,1,0,0,1,1,0,20,0,0,0,9.4,-0.8,-3.12,Dropout
9147,1,139,Portugal,143.6,1,0,1,1,1,0,18,0,0,0,7.6,2.6,0.32,Enrolled
171,1,150,Portugal,134.6,1,0,0,1,1,0,19,0,0,0,7.6,2.6,0.32,Dropout
9500,1,141,Portugal,126.8,1,0,0,1,1,0,18,0,13.24875,13.24875,9.4,-0.8,-3.12,Graduate
33,1,133.1,Brazil,100,0,0,0,1,1,0,20,1,12.85714286,12.75,8.9,1.4,3.51,Enrolled
9130,1,137,Portugal,130,1,0,0,1,0,0,21,0,13.6,14.25,12.4,0.5,1.79,Enrolled
9147,1,116,Portugal,113.6,1,0,0,1,0,1,22,0,14,12.4,11.1,0.6,2.02,Graduate
9130,39,140,Portugal,140,1,0,1,0,0,0,20,0,12,11,12.4,0.5,1.79,Enrolled
9085,1,106,Portugal,106,0,0,0,1,0,0,20,0,13.16666667,14,13.9,-0.3,0.79,Enrolled
9238,1,135,Portugal,126.6,1,0,0,1,0,1,19,0,13.625,12.16666667,12.7,3.7,-1.7,Graduate
9500,1,144,Portugal,130.7,1,0,0,1,0,1,18,0,14.85,15.61111111,13.9,-0.3,0.79,Graduate
9147,1,108,Portugal,105.9,1,0,0,1,1,0,21,0,10.75,11.4,11.1,0.6,2.02,Graduate
9556,1,137,São Tomé and Príncipe,137,0,0,1,1,0,0,19,1,0,11.66666667,8.9,1.4,3.51,Enrolled
9130,1,133.1,Spain,100,0,0,0,1,0,0,37,1,0,0,13.9,-0.3,0.79,Dropout
8014,1,121,Portugal,114.4,1,0,0,1,0,0,45,0,14,13.85714286,7.6,2.6,0.32,Enrolled
9003,19,133.1,Portugal,120,0,0,1,0,1,0,38,0,0,0,16.2,0.3,-0.92,Dropout
9991,12,130,Portugal,119,1,0,0,0,1,0,55,0,0,0,7.6,2.6,0.32,Dropout
9003,1,133.1,Portugal,110,0,0,1,0,0,0,28,0,13,11.75,13.9,-0.3,0.79,Dropout
9991,2,120,Portugal,120,0,0,0,1,0,0,46,0,12.375,12.4,8.9,1.4,3.51,Graduate
171,1,131,Portugal,119.8,1,1,0,1,0,0,22,0,0,0,16.2,0.3,-0.92,Graduate
9670,19,133.1,Portugal,135.6,0,0,0,1,0,0,46,0,11.4,13.75,12.4,0.5,1.79,Dropout
9991,1,100,Portugal,120.7,0,0,0,1,0,0,28,0,11.25,13,7.6,2.6,0.32,Enrolled
9085,1,131,Portugal,136.3,1,0,1,0,0,0,18,0,13,12,7.6,2.6,0.32,Dropout
171,1,158,Portugal,164.3,1,0,0,1,1,1,18,0,0,0,10.8,1.4,1.74,Enrolled
9773,1,146,Portugal,149.2,1,0,0,1,1,1,21,0,13.5,14.16666667,12.7,3.7,-1.7,Graduate
9070,1,133,Portugal,122.5,1,0,0,1,0,0,18,0,11,11,7.6,2.6,0.32,Enrolled
9991,1,120,Portugal,100,0,0,0,1,0,0,34,0,0,11,13.9,-0.3,0.79,Dropout
9853,1,119,Portugal,125,1,0,0,1,0,1,21,0,12,11.2,10.8,1.4,1.74,Dropout
9773,1,132,Portugal,131,1,0,0,1,0,1,18,0,13,13,15.5,2.8,-4.06,Graduate
171,1,130,Portugal,122,1,0,0,1,1,0,20,0,0,0,7.6,2.6,0.32,Graduate
9147,1,132,Portugal,131.3,1,0,0,1,0,0,18,0,12,12.25,9.4,-0.8,-3.12,Enrolled
9119,1,133.1,Portugal,117,1,0,0,1,1,0,21,0,11.16666667,10.8,12.4,0.5,1.79,Enrolled
9254,1,119,Portugal,118,1,0,0,1,1,0,19,0,10.5,12,10.8,1.4,1.74,Dropout
8014,1,134,Portugal,126,1,0,0,1,1,0,22,0,12.66666667,12.16666667,7.6,2.6,0.32,Graduate
9003,39,120,Portugal,120,0,0,0,1,1,0,23,0,11,0,15.5,2.8,-4.06,Dropout
171,1,172,Portugal,155.6,1,0,0,1,1,0,19,0,0,0,9.4,-0.8,-3.12,Dropout
9147,1,120,Portugal,122.8,1,0,0,1,1,0,18,0,11.5,10.33333333,10.8,1.4,1.74,Enrolled
171,1,129,Portugal,127.3,1,0,1,0,1,1,19,0,0,0,9.4,-0.8,-3.12,Dropout
9147,1,118,Portugal,118.4,1,0,0,1,1,0,19,0,10.5,11.75,12.4,0.5,1.79,Enrolled
9670,1,127,Portugal,128.1,0,0,0,1,1,0,19,0,12.5,11,7.6,2.6,0.32,Enrolled
9500,1,133.1,Portugal,99,1,0,0,1,1,0,22,0,12.83333333,12.5,16.2,0.3,-0.92,Enrolled
9773,1,164,Portugal,161.2,0,0,0,1,1,1,18,0,15.57142857,16.14285714,13.9,-0.3,0.79,Graduate
9238,1,136,Portugal,140.9,1,0,0,1,1,0,18,0,12,11.8,9.4,-0.8,-3.12,Dropout
9773,1,117,Portugal,111.1,0,0,1,1,1,0,19,0,11.25,11.33333333,16.2,0.3,-0.92,Dropout
171,1,131,Portugal,149.9,1,0,0,1,1,0,18,0,0,0,11.1,0.6,2.02,Graduate
9670,1,110,Portugal,111.3,0,0,0,1,1,0,21,0,12.28571429,14.25,15.5,2.8,-4.06,Enrolled
9254,1,125,Portugal,121.5,1,0,0,1,1,0,18,0,11,10.33333333,9.4,-0.8,-3.12,Enrolled
9003,39,120,Portugal,120,1,0,0,1,1,0,19,0,12.14285714,13.6,12.4,0.5,1.79,Graduate
9003,19,133.1,Portugal,120,0,0,1,0,1,0,27,0,11.5,0,8.9,1.4,3.51,Dropout
9003,42,130,Portugal,130,1,0,1,1,1,0,20,0,12.54545455,11.625,8.9,1.4,3.51,Enrolled
9254,1,101,Portugal,98.9,1,0,0,1,1,0,20,0,13,13,12.4,0.5,1.79,Graduate
9500,1,141,Portugal,136.3,1,0,0,1,1,0,18,0,12.8875,12.8875,9.4,-0.8,-3.12,Graduate
9773,1,128,Portugal,125.2,1,0,0,1,1,0,18,0,12.66666667,13.6,12.4,0.5,1.79,Enrolled
9070,1,145,Portugal,130,1,0,0,1,1,0,18,0,12.83333333,12.57142857,8.9,1.4,3.51,Graduate
9147,1,160,Portugal,141.5,1,0,0,1,1,0,18,0,10.66666667,12.5,9.4,-0.8,-3.12,Dropout
9085,1,134,Portugal,123.9,1,0,0,1,1,0,18,0,13,12.4,9.4,-0.8,-3.12,Enrolled
9500,1,125,Portugal,114.5,1,0,0,1,0,0,18,0,11.98333333,12.28125,16.2,0.3,-0.92,Graduate
8014,15,133.1,Portugal,100,1,0,0,0,0,0,37,0,0,0,9.4,-0.8,-3.12,Dropout
8014,1,120,Portugal,110.5,0,0,0,1,0,1,36,0,11.83333333,11.5,10.8,1.4,1.74,Graduate
9085,19,133.1,Portugal,101,1,0,0,1,0,0,26,0,12.66666667,11,15.5,2.8,-4.06,Dropout
9085,1,121,Portugal,121,0,0,0,1,0,0,19,0,13.75,14.5,7.6,2.6,0.32,Graduate
8014,1,120,Portugal,95,1,0,0,1,0,0,24,0,11.4,11.8,15.5,2.8,-4.06,Dropout
9773,1,130,Colombia,126.9,1,0,0,1,0,1,19,1,13.16666667,13,11.1,0.6,2.02,Dropout
9670,1,130,Portugal,116.3,1,0,0,1,0,1,20,0,12.83333333,11.8,12.7,3.7,-1.7,Graduate
9670,1,128,Portugal,120,1,0,0,1,0,0,19,0,14.125,14.5,11.1,0.6,2.02,Graduate
9085,1,126,Portugal,123.6,1,0,0,1,0,0,21,0,11.66666667,13,10.8,1.4,1.74,Graduate
9556,1,120,Portugal,150,0,0,0,0,0,0,50,0,10.25,11.25,12.7,3.7,-1.7,Dropout
9556,1,100,Portugal,120,0,0,0,1,0,0,47,0,12.51428571,11.75,12.7,3.7,-1.7,Dropout
9853,1,120,Portugal,111.3,0,0,0,1,0,0,24,0,11.5,10.44444444,16.2,0.3,-0.92,Dropout
9991,1,110,Portugal,150,0,0,0,0,0,0,48,0,10,0,15.5,2.8,-4.06,Dropout
9085,1,127,Portugal,123.2,1,0,0,1,0,1,18,0,15.71428571,12.77777778,12.4,0.5,1.79,Graduate
9991,39,130,Portugal,130,1,0,0,1,1,0,32,0,12.5,11,9.4,-0.8,-3.12,Dropout
9670,1,141,Portugal,137.9,1,0,0,0,1,0,20,0,12,12.75,7.6,2.6,0.32,Dropout
9119,1,120,Portugal,100,0,0,1,1,1,0,24,0,0,0,16.2,0.3,-0.92,Dropout
9130,19,133.1,Portugal,120,0,0,0,1,1,0,53,0,12.25,11.75,9.4,-0.8,-3.12,Graduate
9773,19,133.1,Portugal,131,0,0,1,0,1,0,42,0,0,0,13.9,-0.3,0.79,Dropout
9991,12,133.1,Portugal,133.8,1,0,0,1,1,0,52,0,13.6,14.2,7.6,2.6,0.32,Graduate
8014,1,130,Portugal,100,0,0,0,1,1,0,54,0,13.30769231,12.81818182,12.7,3.7,-1.7,Enrolled
9991,1,110,Portugal,150,0,0,0,1,1,0,49,0,12.2,11.8,15.5,2.8,-4.06,Graduate
9670,1,125,Portugal,126.4,0,0,0,1,1,1,18,0,12.28571429,13.33333333,16.2,0.3,-0.92,Graduate
9130,1,130,Portugal,154,1,0,0,1,1,0,37,0,12,13,10.8,1.4,1.74,Graduate
9500,1,121,Portugal,114.9,0,0,0,1,1,1,21,0,13.34285714,11.65,12.4,0.5,1.79,Graduate
9670,9,133.1,Portugal,110,0,0,1,1,1,0,26,0,0,0,9.4,-0.8,-3.12,Dropout
9070,1,147,Portugal,149.8,1,0,0,1,1,0,20,0,14.27272727,14.81818182,16.2,0.3,-0.92,Graduate
9500,1,128,Portugal,117.9,1,0,0,1,0,1,19,0,12.1375,12.91111111,12.4,0.5,1.79,Graduate
9070,1,164,Portugal,165.8,1,0,0,1,0,0,18,0,14.16666667,14.85714286,9.4,-0.8,-3.12,Graduate
9500,1,137,Portugal,127.6,1,0,0,1,0,0,18,0,13.52857143,14.65555556,12.4,0.5,1.79,Graduate
8014,1,122,Portugal,123.8,0,0,0,1,0,0,20,0,12,11,10.8,1.4,1.74,Graduate
9254,1,124,Portugal,126.1,1,0,0,1,0,0,20,0,11.4,11,10.8,1.4,1.74,Dropout
171,1,120,Portugal,119.7,1,0,0,1,0,0,21,0,0,0,8.9,1.4,3.51,Dropout
171,1,117,Portugal,121.6,1,0,0,1,0,0,22,0,12.91666667,14.5,8.9,1.4,3.51,Graduate
9500,1,140,Portugal,100,0,0,0,1,0,1,18,0,13.6375,14.3875,13.9,-0.3,0.79,Graduate
9500,1,130,Portugal,127.6,1,0,0,1,0,0,18,0,12.9,12.14285714,15.5,2.8,-4.06,Dropout
9500,1,138,Portugal,132.5,1,0,0,1,0,1,19,0,14.36,14.36,10.8,1.4,1.74,Graduate
9500,1,141,Portugal,124.3,0,0,0,1,0,0,19,0,14.51428571,14.51428571,12.7,3.7,-1.7,Enrolled
9500,1,142,Portugal,131,1,0,0,1,0,0,18,0,14.7,14.7,10.8,1.4,1.74,Graduate
9991,40,120,Portugal,120,0,0,0,1,0,0,27,0,15.2,14,11.1,0.6,2.02,Enrolled
9556,1,122,Portugal,113.3,1,0,0,1,0,1,20,0,13,15.0625,12.4,0.5,1.79,Graduate
9853,1,131,Portugal,121.9,1,0,0,1,0,0,20,0,13.5,0,12.7,3.7,-1.7,Dropout
9085,1,120,Portugal,118.3,1,0,0,1,0,0,20,0,12.33333333,12.6,9.4,-0.8,-3.12,Graduate
9147,1,131,Portugal,118.8,0,0,0,1,0,0,19,0,13.4,13,16.2,0.3,-0.92,Graduate
9085,1,130,Portugal,129,0,0,0,1,0,0,20,0,11.75,10.5,7.6,2.6,0.32,Enrolled
171,1,120,Portugal,143.3,1,0,0,1,0,1,20,0,0,0,7.6,2.6,0.32,Graduate
171,1,136,Portugal,152.5,1,0,0,1,0,0,20,0,0,0,13.9,-0.3,0.79,Enrolled
9085,42,160,Portugal,155.7,1,0,0,1,0,0,27,0,14.72727273,14.14285714,8.9,1.4,3.51,Graduate
9085,1,157,Portugal,153.9,1,0,0,1,0,0,18,0,16.57142857,15.66666667,13.9,-0.3,0.79,Graduate
9500,1,150,Portugal,137.8,0,0,0,1,0,0,18,0,15.145,15.7425,15.5,2.8,-4.06,Graduate
9500,1,148,Portugal,143.3,0,0,0,1,0,1,18,0,13.44285714,15.075,13.9,-0.3,0.79,Graduate
9085,1,120,Portugal,123.2,0,0,0,1,0,0,20,0,14.16666667,11.75,9.4,-0.8,-3.12,Graduate
9773,1,150,Portugal,138.1,1,0,0,1,0,0,19,0,14,15,11.1,0.6,2.02,Enrolled
9238,1,158,Portugal,140.5,0,0,0,1,0,1,20,0,11.33333333,12.33333333,10.8,1.4,1.74,Graduate
9500,1,145,Portugal,130,1,0,0,1,0,0,18,0,13.76125,13.76125,9.4,-0.8,-3.12,Graduate
9070,39,100,Portugal,104.8,0,0,1,0,0,0,22,0,11.6,10,12.4,0.5,1.79,Dropout
8014,1,136,Portugal,132.5,0,0,1,1,0,1,22,0,12.75,13,13.9,-0.3,0.79,Graduate
9991,1,133.1,Portugal,127.7,0,0,0,1,0,0,25,0,12.5,11,13.9,-0.3,0.79,Enrolled
9085,1,148,Portugal,136.5,0,0,0,1,0,0,19,0,15.30769231,14,15.5,2.8,-4.06,Graduate
9130,39,130,Portugal,130,1,0,0,0,0,0,21,0,13.28571429,12,16.2,0.3,-0.92,Dropout
9500,40,130,Portugal,190,1,0,0,1,0,0,27,0,14.75714286,14.07777778,16.2,0.3,-0.92,Graduate
9500,1,136,Portugal,128.5,1,0,0,1,0,0,18,0,12.76666667,12.76666667,7.6,2.6,0.32,Graduate
9254,1,122,Portugal,126.6,0,0,0,0,0,0,18,0,10.4,0,10.8,1.4,1.74,Dropout
9556,1,140,Portugal,131.6,1,0,0,1,1,0,19,0,0,0,11.1,0.6,2.02,Dropout
